conditions,brand,year,gearbox,adress,price,image
Neuf,Mercedes-,Benz,2023,Almadies                                                                                 Dakar,70000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/982f7a5b87915744d31d13b0ad7927d7/-/horizon-files-prod/ed/picture/qde764v5/15ca46677e1e4d6e5f2ac34bea068f3a7cf5c36e.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Ford,2016,Automatique,Hlm grand-yoff                                                                                 Dakar,4700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4936537a2b0a7a4db253998403f8d8dd/-/horizon-files-prod/ed/picture/qm5gnv4w/9e940b4fc6933e46fc81d1824649a4f5b43e530a.jpg
Venant,Hyundai,2016,Automatique,VDN                                                                                 Dakar,9300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d7f108175d1c79c1ac5de83ec7eaa23/-/horizon-files-prod/ed/picture/qxjpzxxz/fe5072f705c157bd80ffe1e8b7b572b3cca2717c.jpg
Neuf,Kia,2017,Automatique,VDN                                                                                 Dakar,11000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/639cb95d187c8daa673785021945a370/-/horizon-files-prod/ed/picture/qm5g4d6m/17d4516e2fccea018a95921b73d67fca319176f5.jpg
Venant,Hyundai,2020,Automatique,Avenue Bourguiba                                                                                 Dakar,27500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1ef5ccfb74741a29f3619d6a9da56cb/-/horizon-files-prod/ed/picture/q9mjdwwj/022d244ccec19fef5b3f4c0e1cd595770d0d71a4.jpg
D'occasion,Peugeot,2011,Manuelle,Castor                                                                                 Dakar,3700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c509f12d4bdf924a41a0e51dd36012d1/-/horizon-files-prod/ed/picture/q9mjdwdj/9ca811ea2d2cfffef8d5c42d74ada243d81e0813.jpg
D'occasion,Ford,2012,Manuelle,Keur Massar                                                                                 Dakar,2900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4aaa4859d430e8605a34e4820faaa96c/-/horizon-files-prod/ed/picture/qngpz260/0c37b1e0e3dd48f55d73816205eb29e0162f9d72.jpg
Venant,Kia,2015,Automatique,Mermoz                                                                                 Dakar,6450000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b9b049925168fa8047241ceb49786f1/-/horizon-files-prod/ed/picture/qgqw0qrr/3e4e12dca85c737361561c550ff49f4a62ba0c5b.jpg
Neuf,Hyundai,2017,Automatique,Liberte 6                                                                                 Dakar,12800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f0b5b6028a4170cb3e631ae41aae376/-/horizon-files-prod/ed/picture/qgqwzn2n/565a113d8e10fcb41a0401e5afe7bab86a189406.jpg
Neuf,Hyundai,2016,Automatique,Liberte 6                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9ead0c6c8503be41aaf4cd106bc7d38f/-/horizon-files-prod/ed/picture/qngpz2n9/72fb83822c0179183fb71064a66db7eaf2da42d2.jpg
Neuf,Ford,2014,Automatique,Liberte 6                                                                                 Dakar,4300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88323fb7ef0f27cb29684ba7f6d527e8/-/horizon-files-prod/ed/picture/q9mjdw6j/3d58314956cf39bb5b8bd0921cbf816395097dd2.jpg
Neuf,Renault,2017,Automatique,Liberte 6                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d208be4a402c0bc072eb6dface5c8ca/-/horizon-files-prod/ed/picture/qv4wqx5p/80474aa3c976b1e61663d7b00fd24b26e30b2034.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Range ,Rover,2014,Sacré-cœur                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f0448538ab0daf793620c54076b1def/-/horizon-files-prod/ed/picture/qwepw98g/4625961a5cf3edc01c73fa45d662e7c9575f9530.jpg
Venant,Peugeot,2016,Manuelle,Sicap Liberté                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16aa0f45f663f2a6944cf310def1ec10/-/horizon-files-prod/ed/picture/qenv7226/95cd2c893f6cddb616b5e6c163b6e83fb07e0a83.jpg
Venant,Citroen,2016,Manuelle,Sicap Liberté                                                                                 Dakar,6900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b1501502b69dc03d3b06a62db21ed70/-/horizon-files-prod/ed/picture/q56d5vve/f80f78ee18ec33a81a5a4d02cf19811275f13ebd.jpg
Venant,Mazda,2017,Automatique,Liberte 6                                                                                 Dakar,7700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba2f891b059e3699bede3d5951d7ce5f/-/horizon-files-prod/ed/picture/q8v4dnn9/1c7e249d071c8552aaf91116e714046cb62c13b2.jpg
Venant,Peugeot,2016,Manuelle,Liberte 6                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/372d2a9bbc8e2a19c9f32c31c15766d7/-/horizon-files-prod/ed/picture/qwep8jjg/d86f3217356500c1fab518b8b4e3f25a4766b32a.jpg
Venant,Ford,2019,Automatique,Liberte 6                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1125b91412a6a3c4cbac91133a2b5fa0/-/horizon-files-prod/ed/picture/qngpz229/f017ebb049fc1d885e2aee54f749ad3346e883ba.jpg
D'occasion,Kia,2014,Manuelle,VDN                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f041f8e77f6fc1e6f2539d5bb0a1b176/-/horizon-files-prod/ed/picture/qrz805j5/1e5dd925c78c6b0b2e5c6b105f43c726ac225f79.jpg
D'occasion,Citroen,2012,Automatique,Cité Damel                                                                                 Dakar,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a28af942b557f5f2df9832e33bf430e9/-/horizon-files-prod/ed/picture/qpdm2242/6e983808028c290424cc13a426db1303d15d809e.jpg
D'occasion,Peugeot,2014,Manuelle,Cite Mixta                                                                                 Dakar,3200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/000aa5868f304c319ff2b6630fb4f584/-/horizon-files-prod/ed/picture/qzvp4x2q/8fc715638fc8a766ffeb910e0b906539a4be75f1.jpg
D'occasion,Hyundai,2009,Automatique,Sacré-cœur                                                                                 Dakar,3300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e4d685378a9fb99c2b5b11346779116/-/horizon-files-prod/ed/picture/qrz80jdm/e6b410a5e6547ffc8388365f858ca15dcc5ae8c1.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Ford,2016,Automatique,Hlm grand-yoff                                                                                 Dakar,4700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4936537a2b0a7a4db253998403f8d8dd/-/horizon-files-prod/ed/picture/qm5gnv4w/9e940b4fc6933e46fc81d1824649a4f5b43e530a.jpg
Neuf,Ford,2012,Automatique,Guediawaye                                                                                 Dakar,3000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94ddec76fda78c946b9205bb79608494/-/horizon-files-prod/ed/picture/qngpz2xx/61285343e5e7443cad3849ddc41b2b9bd8d6d230.jpg
Venant,Mazda,2016,Automatique,Avenue Bourguiba                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/103a1796d2ef2720eb85e990cee5261e/-/horizon-files-prod/ed/picture/qngpwjgz/3f2afca1c9e313b425b19707d1d61ea760d11882.jpg
Venant,Mitsubishi,2018,Automatique,Avenue Bourguiba                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb99c6e9fc80a60de343674865ecb036/-/horizon-files-prod/ed/picture/qxjp2gpw/feaf364d3f86dee190f8a65f3df2f181a22c7e9c.jpg
Venant,Hyundai,2016,Automatique,Avenue Bourguiba                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d81cad884f3c32903e0c912056c9fda/-/horizon-files-prod/ed/picture/qv4wz6zx/c344e252468c16455deee53e8cfe2a90927fed21.jpg
Venant,Jeep,2017,Automatique,Avenue Bourguiba                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ad4b18373afbc42abc85558da547daa/-/horizon-files-prod/ed/picture/qrz805vg/d453ece3b5bb658340967811c0348a2120ebf635.jpg
Venant,Mazda,2017,Automatique,Parcelles Assainies                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1f029c1055de59ba994526289bda69c/-/horizon-files-prod/ed/picture/qgqw8n62/81281f79a034c31e38472fbd1463c0e043305b53.jpg
Venant,Peugeot,2018,Automatique,Mermoz                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b10658c1493c6cb86de1f0b26e174d1f/-/horizon-files-prod/ed/picture/q0g7kqwk/09bb54fe5d42f3d0d4f93f2bbe2b3d906a7d21e9.jpg
Venant,Ford,2016,Automatique,Nord foire                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b41a9dedb5a80919575dbf949f00b24/-/horizon-files-prod/ed/picture/qngp2x6w/da3c3fc63ace702e0d52ace98a6fa0461a20511b.jpg
Venant,Mercedes-,Benz,2020,Almadies                                                                                 Dakar,32000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6891dc7947332e66c120b9b512a1db2d/-/horizon-files-prod/ed/picture/qrz80nkq/74a73cf1a208bda32c4c37085c1c2381010b8191.jpg
Venant,Hyundai,2017,Automatique,Ouest foire                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3d72d2563229cd22ee573ad281f8b02/-/horizon-files-prod/ed/picture/q8v4dnvp/4096c31dc7f34785d29e11aac42a4f30d5f8ab3d.jpg
D'occasion,Nissan,2014,Manuelle,Mbour                                                                                 Thiès,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72664661776e5920c25826426a833cf1/-/horizon-files-prod/ed/picture/q9mj6g9v/9c2386d5f7b9c38652418f578b2cb26deffefbf2.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Mitsubishi,2015,Automatique,Sangalkam                                                                                 Dakar,7900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/025de9bbc49b556f67ec87aba9933dd0/-/horizon-files-prod/ed/picture/q2jrd678/8ef36851bf46dc0ee52afb7a30fe9cdd4502320f.jpg
Venant,Mazda,2017,Automatique,Sacré-cœur                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab9bd44c115affeae76725185e4f6bbc/-/horizon-files-prod/ed/picture/q2j0gen2/cc7c6a909b2e4726a5ed3ca77e57c1520c1caec2.jpg
D'occasion,Mercedes-,Benz,2014,Sacré-cœur                                                                                 Dakar,6700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/819f2767131cb26d85b29d5eacf099d8/-/horizon-files-prod/ed/picture/q2j0dgqd/6a1eeefb6ebf2180da8cdc7b919943e970f4f989.jpg
Venant,Hyundai,2018,Automatique,Sacré-cœur                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2546e729ee3f67aeb756b13add55f5f4/-/horizon-files-prod/ed/picture/qde749k8/5078e843c2153b4786acdf75c742196363d54d17.jpg
Venant,Subaru,2016,Automatique,Mermoz                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f280bfad0b60b12cd08c43fa15a402ab/-/horizon-files-prod/ed/picture/qzvpzwwk/9597195d575f4c6906ffc8d44ee87b3c934b260b.jpg
Venant,Ford,2019,Automatique,Point-e                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c15590ffeed3058abe9e8382a45859c4/-/horizon-files-prod/ed/picture/q9mjwpd6/f53960a4698180814d2959f343d2f364d4159dc4.jpg
Venant,Chevrolet,2018,Automatique,Grand-Dakar                                                                                 Dakar,6900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6585bf4934c37f54fcb029becd956492/-/horizon-files-prod/ed/picture/qxj2q6v2/568d6a1644c68f8b93a73960f461aeb00c51d157.jpg
D'occasion,Land ,Rover,2019,Liberte 6 extension                                                                                 Dakar,24000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce30bb2e1162fa83c934c1c7c4b9350e/-/horizon-files-prod/ed/picture/q44n6n8m/98e754c7a3318fc1313430580dfb49bbad676496.jpg
Venant,Kia,2017,Automatique,Rufisque                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a87faa75bd664351a210bb6088821b8/-/horizon-files-prod/ed/picture/qkrg9npw/aa37083c827e2e3afb77389d2e7d319553eb8c16.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Ford,2016,Automatique,Hlm grand-yoff                                                                                 Dakar,4700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4936537a2b0a7a4db253998403f8d8dd/-/horizon-files-prod/ed/picture/qm5gnv4w/9e940b4fc6933e46fc81d1824649a4f5b43e530a.jpg
Neuf,Toyota,2019,Automatique,Parcelles Assainies                                                                                 Dakar,15900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a38f7b764113301b500fa7063bddffbd/-/horizon-files-prod/ed/picture/q2j0dgn2/6b5ae43de078ddae37886728fe5bbc4596363600.jpg
D'occasion,Hyundai,2014,Automatique,Guediawaye                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9592703b56addac913a658336301511e/-/horizon-files-prod/ed/picture/qenqe5e9/99bb7b03638938b9a4e6ecf097848aa381f8f237.jpg
D'occasion,Ford,2014,Automatique,Kounoune                                                                                 Dakar,5400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46f73ef111e211d883d5cfa7cb367f1c/-/horizon-files-prod/ed/picture/qpdm7w9p/f554e6796014eb9ea945b256036c8f0d5a1377cb.jpg
Venant,Toyota,2017,Automatique,Sicap Liberté                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14e4035e144e04d637b84c8f744a7168/-/horizon-files-prod/ed/picture/qde76n4w/7d995998347cab5cefc18a935e7cd0a53f02eab4.jpg
Venant,Toyota,2018,Automatique,Sicap Liberté                                                                                 Dakar,45000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/361bd170ba3ac9c7ecaab59fa32ab788/-/horizon-files-prod/ed/picture/q2j0dg5j/bf8c7517503d8dc5d8f96135b47f4ce4fcf62f39.jpg
Venant,Nissan,2017,Automatique,Keur Massar                                                                                 Dakar,8950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ea5a73eba05090ba851829fc3badbf8/-/horizon-files-prod/ed/picture/q56d9q7x/0d6133fc151ec20ce623991d3aad6dfaa2372541.jpg
Venant,Jeep,2016,Automatique,Keur Massar                                                                                 Dakar,8900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f11c52e416eb03d7f88ea5f54c693e5/-/horizon-files-prod/ed/picture/qwepeqmp/90eda517b599c6e6ceabe3891d86bb4aacd49c6e.jpg
Venant,Nissan,2016,Automatique,Keur Massar                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9fb1042217e4627e31766824748e85a3/-/horizon-files-prod/ed/picture/qkr8xgw8/6a52c2be254164f4e5a03f0c9bd6ea4818f6a4a1.jpg
D'occasion,Land ,Rover,2014,Ngaparou                                                                                 Thiès,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4aaf1d2466b112614abdef6336bfea5/-/horizon-files-prod/ed/picture/q8v4dgpz/e625d83af7340ec69c823aa83ad23d91f026941a.jpg
Venant,Hyundai,2017,Automatique,Sicap Liberté                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e052667f0c08c15d7c141bdd0688380/-/horizon-files-prod/ed/picture/q0g7594d/c66b15fce41998d063cc9501838fa14d0f444089.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
D'occasion,Hyundai,2016,Automatique,Sicap Liberté                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd40da124c8be45572333dfa0f3c4f82/-/horizon-files-prod/ed/picture/q8v4dgzx/6457566b1952e11aa189db9e6a5bdbc119c092ca.jpg
Venant,Jeep,2017,Automatique,Sicap Liberté                                                                                 Dakar,8700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41f0ebe1bf7f167bc0cc7da750087cf9/-/horizon-files-prod/ed/picture/q78wmggx/dd56958541016e5fb3d7dd58eb2923ea1517e8e7.jpg
Venant,Hyundai,2018,Automatique,Sicap Liberté                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4a57018b88b85e95bfc52789d19e200/-/horizon-files-prod/ed/picture/q0g7zd2e/8414af58789d171310fb1233bb7a53652cdfb62b.jpg
D'occasion,Mercedes-,Benz,2018,Avenue Bourguiba                                                                                 Dakar,19500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9de7f78e711696c4f902707ad2198161/-/horizon-files-prod/ed/picture/qrz85eex/5b5eda37e59196be9d8836ed1090f3b678e73cc3.jpg
Venant,Mercedes-,Benz,2021,Avenue Bourguiba                                                                                 Dakar,65000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53621978149c5f1a8b02494d8018a052/-/horizon-files-prod/ed/picture/qq42zmr4/e3e67fc2e9a33e8970c26f8bbf5e318d0696e7d3.jpg
Venant,Mazda,2016,Automatique,Avenue Bourguiba                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1922ed022d9740e78959318509b7cf11/-/horizon-files-prod/ed/picture/qpdm78jp/d22066d54269a25961cc76d8f75fe1f58e78cae5.jpg
Venant,Toyota,2016,Manuelle,Mbour                                                                                 Thiès,22000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc2814d3aed4a7f6af7f33b70447ee25/-/horizon-files-prod/ed/picture/qj4rkz9z/8207ac8092b3b46f1c0aca8b2f9da698fbb4793a.jpg
D'occasion,Lexus,2020,Automatique,Mermoz                                                                                 Dakar,17500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/184493b765ecf7fc1df71fee307a0ff5/-/horizon-files-prod/ed/picture/qzvpjmm9/960c9db5968ad5ce5e6ebf055dcb919a155c9b62.jpg
Venant,Mazda,2016,Automatique,Mermoz                                                                                 Dakar,8750000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1d08068ec84f87822171ab6753fd8509/-/horizon-files-prod/ed/picture/qpdm2mxm/9d6b8d2c1c6d1c8608b61ea487548e72cddd79e3.jpg
Venant,Hyundai,2016,Automatique,Mermoz                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b85c720ea254962ee76c8aebb005c14/-/horizon-files-prod/ed/picture/q78wmvxx/4f91363d3daf92c1ce4c07768a32a31b670ba3e6.jpg
D'occasion,Nissan,2014,Manuelle,Mbour                                                                                 Thiès,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72664661776e5920c25826426a833cf1/-/horizon-files-prod/ed/picture/q9mj6g9v/9c2386d5f7b9c38652418f578b2cb26deffefbf2.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Range ,Rover,2016,Sacré-cœur                                                                                 Dakar,24500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f64dfec3e14b95954776ac5fd5d2cff/-/horizon-files-prod/ed/picture/qkr8q08x/25573c5858de6b9ca113d225a6e320c3d2252f87.jpg
Venant,Peugeot,2017,Manuelle,Guinaw rail                                                                                 Dakar,6700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1df79bea17ed5f8cef56fa0f17dab73/-/horizon-files-prod/ed/picture/qq42dqqp/05e0842609429fae63a6788ca82e3c9a62a9d030.jpg
Neuf,Ford,2016,Automatique,Parcelles Assainies                                                                                 Dakar,4400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0db6d74551b609ee5e99ca46bd20c96/-/horizon-files-prod/ed/picture/q56d5gx2/2d6a709dfe1548841215c924484a7441b18350e6.jpg
Venant,Hyundai,2021,Automatique,Sacré-cœur                                                                                 Dakar,19500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42a8e95a59415aa11a7fc1a01020ed91/-/horizon-files-prod/ed/picture/qrz807v8/653675d160dbc78304542f3c4b95dea105e16912.jpg
D'occasion,Hyundai,2012,Automatique,Sacré-cœur                                                                                 Dakar,5700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0f5d91cf3748f7be91fb039d28f4c742/-/horizon-files-prod/ed/picture/qngpzwdr/c63478087478b39983740532aedddba64184e026.jpg
Venant,Hyundai,2016,Automatique,Sacré-cœur                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3e810d2b4e1f29fd984902014ba35029/-/horizon-files-prod/ed/picture/q9mjdg8p/c40435a64704beedd03d33fe3c86e0954ddf5861.jpg
Venant,Mazda,2017,Automatique,Cité keur gorgui                                                                                 Dakar,17000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ee1227659eff4cca42b5bea0506fb5f/-/horizon-files-prod/ed/picture/q6xdm56j/10993e833e8d3ac1b4282402adc5f945aaf4e4e9.jpg
Venant,Mazda,2016,Automatique,Sicap Liberté                                                                                 Dakar,9800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81be1a2497ea141168606c3627ddc485/-/horizon-files-prod/ed/picture/q78wmg7z/79e59de9c8a2d5efe3bfab68db397abaed1344eb.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
D'occasion,Mercedes-,Benz,2016,Ouest foire                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d10df4fa9f94163c717209b521a25930/-/horizon-files-prod/ed/picture/q56d5g46/84bc16b6a4cd2134e6e833ba3c5cfe699a48634e.jpg
D'occasion,Jeep,2014,Automatique,Ouest foire                                                                                 Dakar,1 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf215b2e07b853f8031ed57855216947/-/horizon-files-prod/ed/picture/qkr8q0rj/38b0e7498534430f46016ffc578275f285935e9d.jpg
D'occasion,Ford,2014,Automatique,Sacré-cœur                                                                                 Dakar,3900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/befa168177d5a23f2e2411884442b040/-/horizon-files-prod/ed/picture/qq42v5mv/9e40020ddfe8bf79b936d237f11e5a51af2ec921.jpg
Venant,Dacia,2016,Manuelle,Yoff                                                                                 Dakar,5600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6dbe8bcc6281dc6f42151b771fd1e483/-/horizon-files-prod/ed/picture/qj4q2n9d/cca834f663da98e34192958246111831a3f78ce3.jpg
Venant,Citroen,2017,Manuelle,Yoff                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0055a62a0104f7640eb77e0cba33b3db/-/horizon-files-prod/ed/picture/q44n7xzz/bfbe501d67a8077805caebcb4538bf4921a2bed1.jpg
Venant,Citroen,2017,Manuelle,Yoff                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93086a2c7afbfd1ab84b8c4e2493ee2a/-/horizon-files-prod/ed/picture/qwepjd0p/b9338f109ee2ac0f3b26b128fc22be0568719395.jpg
D'occasion,B,M,W,VDN                                                                                 Dakar,3700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab97eb7097140cbb0d1ee20b4315cbd5/-/horizon-files-prod/ed/picture/q8v44p74/abd5e677910f9de44cea8096144296e19c37d3b1.jpg
Venant,Ford,2016,Automatique,Sacré-cœur                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9bdf2dfaee93ace8fabef3f014049e6/-/horizon-files-prod/ed/picture/qv4wqm2m/c08491540643b8d6469236e745b6e789c471d95a.jpg
Venant,Range ,Rover,2016,Sacré-cœur                                                                                 Dakar,22000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91d177e4c9991ad5f5a77f854af82e55/-/horizon-files-prod/ed/picture/qngpzjmm/6285b20c64bd8aa7fbe8a85421ceaae544c2e3d4.jpg
Neuf,Mercedes-,Benz,2023,Karack                                                                                 Dakar,75000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3b0aef285a8996aa784b0536d75bb68/-/horizon-files-prod/ed/picture/qv4wqk7j/cc2900d212a3cafd1a36f47ac05760633164f756.jpg
