conditions,brand,year,gearbox,adress,price,image
D'occasion,Toyota,2018,Manuelle,Fass                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6fdc7c656d5de98184a8386290cfcbe1/-/horizon-files-prod/ed/picture/q78w0xnm/cb12c310667780471097d9bd3740a16cf90c3bb7.jpg
Venant,Mitsubishi,2020,Automatique,Sicap foire                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3df5c93f45d94ec2790cac1ca7710021/-/horizon-files-prod/ed/picture/qrz8nmgx/0d6feb22a05ccf9c0f9af2c0b340e72d97001889.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
D'occasion,Toyota,2015,Automatique,Gibraltar                                                                                 Dakar,15990000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37809b1c1e5f1fbec04cf0f603219005/-/horizon-files-prod/ed/picture/q6xdvreg/a8762183e4c9cf5efe1b2541deab72cfc0dfe86f.jpg
Venant,Mitsubishi,2015,Manuelle,Grand-Dakar                                                                                 Dakar,45000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42f1af647333daf7099bb7474b963fba/-/horizon-files-prod/ed/picture/qenvqm7x/fbf4bd4366d55463f10390a1c282e114950d9f6d.jpg
D'occasion,Toyota,2011,Manuelle,Point-e                                                                                 Dakar,4950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6446c09b396bed207dccecf4767e17a/-/horizon-files-prod/ed/picture/qzvpjrmn/c1ce061decd4549692a96b3a7f41ae6b2cfae8df.jpg
D'occasion,Ford,2014,Automatique,Point-e                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73165632c4f4da5ac90d2c679c89df00/-/horizon-files-prod/ed/picture/qj4qx5kd/d366784d28a1d2b6014d33845717235dd09f9cbd.jpg
Neuf,Mitsubishi,2023,Automatique,Plateau                                                                                 Dakar,23500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/02c117abffd9818a9ca2c37a9be48a5c/-/horizon-files-prod/ed/picture/q6xkpjx8/3e86a3b8ec8ff9e4e6f9c01a47020d6773927557.jpg
Neuf,Ford,2016,Automatique,Liberte 6                                                                                 Dakar,5950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98e23e6b538a1f2e46e53092e2c4ddff/-/horizon-files-prod/ed/picture/q9mjnrq8/83937b7040696622097e1b9b6608587a319bbc60.jpg
Venant,Kia,2017,Automatique,Saint-Louis                                                                                 Saint-Louis,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bc258ab21cfe9b86d719e9765cedd1f/-/horizon-files-prod/ed/picture/q9mjnr26/51cd90e77c1f48c18e2bc911cf38060894f7f40c.jpg
Venant,Kia,2018,Automatique,Sacré-cœur                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/428d10b241ca7ec6576956f2c5a6d4e9/-/horizon-files-prod/ed/picture/qq425wv7/af82a8447dfc10a13cb71ae1e2ecdbad14c0eb90.jpg
Venant,Kia,2019,Automatique,VDN                                                                                 Dakar,16500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0785c67b3feda21d1381e25a38aba71/-/horizon-files-prod/ed/picture/q6xdvnjd/7c9e760d3ec81e51b2fc6bd9c9331267ad370c96.jpg
D'occasion,Jeep,2015,Automatique,Derkle                                                                                 Dakar,5300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a663a372dd2d61a7d77e7f85a93e1bc/-/horizon-files-prod/ed/picture/q8v49kvz/3b4be1a3fb070c9961a789ff3d31bb7cba5b4205.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Hyundai,2016,Automatique,Sacré-cœur                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/11bdd1f5f132394641c7166ed04c5173/-/horizon-files-prod/ed/picture/qzvpjre9/f7514dced0e8a0aedf9f4e5b34dac6222d648490.jpg
Venant,Hyundai,2016,Automatique,Yoff                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb49cf3612a13e7b52339ef01f6ce187/-/horizon-files-prod/ed/picture/q9mjnjxp/f71657c95fb57ea510843557dd0b66131db3c4b0.jpg
Venant,Hyundai,2016,Automatique,Pikine                                                                                 Dakar,5600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36f107a9e43b7a407d59cd81b058aa6e/-/horizon-files-prod/ed/picture/q9mjn5d7/9e2c2acdf31260117b1b1fca4baf1fac35a86589.jpg
Venant,Hyundai,2017,Automatique,Almadies                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75b813d314f44cd8f305ffcef35a40a2/-/horizon-files-prod/ed/picture/qv4wkg8g/9c201a4afb2802da8ca012c7a81692a4bfc57dee.jpg
Venant,Citroen,2016,Manuelle,Guinaw rail                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46265e3ed190c26ea35ddbb2f419c166/-/horizon-files-prod/ed/picture/qngpj7qw/ac57c8ecbda9f9653b5850a476770452230246b3.jpg
Venant,Renault,2016,Manuelle,Guinaw rail                                                                                 Dakar,6800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7e849bd1a8b2ce245b7951d7245401ef/-/horizon-files-prod/ed/picture/q9mjr6nv/cdb4126a9aa4c369a66ffc68b3b11afe806e64d7.jpg
Venant,Citroen,2016,Manuelle,Guinaw rail                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13049b5030c7da0e03b58ceb1809140c/-/horizon-files-prod/ed/picture/q8v5jqvp/0e6faf978030b46fc61bbded8a535e6c5c160857.jpg
D'occasion,Jeep,2016,Automatique,VDN                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f4f55e61d549c3533298507dde0a099/-/horizon-files-prod/ed/picture/q44n0xzm/7628276c6904d684c5f96fe4f21dde4043dda111.jpg
D'occasion,Kia,2017,Automatique,VDN                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c1d60388c012ef63559c7fdaac7569d/-/horizon-files-prod/ed/picture/qkr86gjj/1c6bfe3c6322a8cceb4bd5e08f34a2b3c99975df.jpg
Venant,Hyundai,2018,Automatique,Sacré-cœur                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53567e349cb99e79a028e99278df8c7b/-/horizon-files-prod/ed/picture/q0g7n5ge/1ffa1f2a3e475f160bda760b4e3189153b77b27a.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
D'occasion,Nissan,2016,Automatique,Sacré-cœur                                                                                 Dakar,6000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c7505ee592f2361531918a6dfd61434/-/horizon-files-prod/ed/picture/q56dz9q5/6246a0378dc256619e4ae39b51e90176faaa3f72.jpg
Venant,Hyundai,2017,Automatique,Sicap Liberté                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/040f5690b237defd83152f49eccc0762/-/horizon-files-prod/ed/picture/q8v4m074/be57d7191e92d49576b07400c8b1f8e90c706b02.jpg
Venant,Kia,2016,Automatique,Patte d‘oie                                                                                 Dakar,9900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4299fe9e6551bf697b4b50eefe9c5f50/-/horizon-files-prod/ed/picture/qm5gjm06/be4fca31e4e0354763f44c7576f38828e91907da.jpg
D'occasion,Hyundai,2013,Automatique,Amitié                                                                                 Dakar,3850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b9c75a143b2a762dbbf8ac85487d779/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qv4wkgqw/e4c7bb774228a54ac19a1d52737533620cc418a5.jpg
Venant,Renault,2021,Automatique,Ouakam                                                                                 Dakar,17500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc4256dff9585f7fd3342bfe2dd35315/-/horizon-files-prod/ed/picture/qngpj7z0/cde4de230ec8caa9ab0ffd23e2c10e61593699fc.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31fb54ae775fe9454bf4b937c4759ae8/-/horizon-files-prod/ed/picture/q8v490mz/0bb4436a56624149404906bb5e13af0b6da3730e.jpg
Venant,Ford,2016,Automatique,Ouest foire                                                                                 Dakar,6850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8c365c87acf97100fd1eb794e4ca85b/-/horizon-files-prod/ed/picture/qenvx97d/08b230decce1f880e3cb53f670c33c80205c67fa.jpg
Venant,Kia,2021,Automatique,Ouest foire                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d08ad8406064594b56e5b0146c01070e/-/horizon-files-prod/ed/picture/qgqwdpzr/0862c37a0adf358464e4c67e05aa550b1976e11c.jpg
Venant,Mercedes-,Benz,2014,Ouest foire                                                                                 Dakar,5700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c2569fea5b54d976cf122573f1250eb/-/horizon-files-prod/ed/picture/qngpj720/c9574c8018323ffe038daf9e2110c609c989ac6d.jpg
Venant,Toyota,2017,Manuelle,Ouest foire                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62f3b09fe636a362a50b366e05d6285e/-/horizon-files-prod/ed/picture/qpdmj08v/052077fd62ca76ae6a00abdd37900e47c32a5af1.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Hyundai,2017,Manuelle,Point-e                                                                                 Dakar,8950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fbc4bae9afa9d7088e4b7d0e607e077/-/horizon-files-prod/ed/picture/q8v49pgn/bedcd19fd616ce257305d1ab210130cc458b59d1.jpg
Venant,Peugeot,2018,Automatique,VDN                                                                                 Dakar,11700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7655a3ba4a21b10782ff680d7326aef9/-/horizon-files-prod/ed/picture/q78wwk6n/1470dab860282ab6468eac3e782782b193f7b00f.jpg
Venant,Citroen,2019,Automatique,Almadies                                                                                 Dakar,21000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/094b599fc611fa4c61ebdcfdd2ccc8ef/-/horizon-files-prod/ed/picture/qweppd50/fb1420b209b8c78c0a40a0c56b648481550787a1.jpg
Venant,Hyundai,2017,Automatique,Liberte 6                                                                                 Dakar,6800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/924ba624316ac903c6b88819778ac569/-/horizon-files-prod/ed/picture/q9mjn5n5/b43524790fd022058995a877455d3789b8bf5a7b.jpg
Venant,Hyundai,2017,Automatique,Liberte 6                                                                                 Dakar,6750000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e00528ea5568ef64581c9641b6a6bc9e/-/horizon-files-prod/ed/picture/qzvpjzjv/daeb861d6778e002c85c09026e57f2e0ae1352d0.jpg
Venant,Mazda,2016,Automatique,Liberte 6                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a988b8da3ae077b3d4d96fb5d3c69aa/-/horizon-files-prod/ed/picture/q2j0w78e/92607e1d93cc1df6f6a3e9b037b199e076656a77.jpg
Venant,B,M,W,Cité keur gorgui                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4045e012eae05fdcb5f45067463bd20a/-/horizon-files-prod/ed/picture/q56dz9dg/029f998ccdaa5c6815f917feda8097ba65ad0cd1.jpg
D'occasion,Nissan,2014,Automatique,VDN                                                                                 Dakar,3950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff70fa6d4c08ff30d2f0cf9acfc68fab/-/horizon-files-prod/ed/picture/q9mjn59v/32bbe0f27e11ffafeaa6225c2afd446e0508d457.jpg
D'occasion,Kia,2013,Automatique,Liberte 6                                                                                 Dakar,4350000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/348192bfea53cefd6819c9590ac63983/-/horizon-files-prod/ed/picture/q0g79nw6/0f0e0dc9d02ca7c7fb67eeedc5c20abf4d588160.jpg
D'occasion,Ford,2017,Automatique,VDN                                                                                 Dakar,5900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93219f70882512d9032d6d471b40fdaa/-/horizon-files-prod/ed/picture/qzvpjzd6/358f0cb58929064a6ac5fbd44b2c5c10d40c0568.jpg
D'occasion,Nissan,2014,Manuelle,Mbour                                                                                 Thiès,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72664661776e5920c25826426a833cf1/-/horizon-files-prod/ed/picture/q9mj6g9v/9c2386d5f7b9c38652418f578b2cb26deffefbf2.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Venant,Jeep,2015,Automatique,Sacré-cœur                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f3792100d40b17bc468db53f629ec2d/-/horizon-files-prod/ed/picture/qgq9vwp4/67ac24b93404ff92e704b124b419735e2a0ddf19.jpg
D'occasion,Mercedes-,Benz,2016,Sicap Sacré-cœur                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7110cdd0a75109120925f4e5193b81a/-/horizon-files-prod/ed/picture/qxjpkgjz/4e232ba44ddbc555aa2f0902a83ad24b865a3324.jpg
Venant,Kia,2017,Automatique,Almadies                                                                                 Dakar,10200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2223a3e3e8bb3291a405b07f7938cf4e/-/horizon-files-prod/ed/picture/qwepkgeg/4c7a7d1e1c4a1a8fdb81d139d62c2c1f1abade9e.jpg
Venant,Range ,Rover,2017,Hann maristes                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61ae187e21a15df63bef541c13b4f561/-/horizon-files-prod/ed/picture/qq4226mw/ded87b1bfac47ac697f7dfa60fb011391995a374.jpg
D'occasion,Peugeot,2017,Automatique,Nord foire                                                                                 Dakar,9900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca1151bb9c2af49cb233e89f10553209/-/horizon-files-prod/ed/picture/q0g7nd76/9eef91440cf9fdb47c21ea20e637ad10e109dd4c.jpg
D'occasion,Citroen,2009,Manuelle,Plateau                                                                                 Dakar,1800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1538391a2e418677fd60a9d5b644d7c2/-/horizon-files-prod/ed/picture/qpdmnqn0/3642d8c425442d39b2a53e68675c7f67aa5defa4.jpg
D'occasion,Ford,2010,Automatique,Plateau                                                                                 Dakar,1600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80264e7b28a7ee398935534dbf992979/-/horizon-files-prod/ed/picture/q2j087dj/4d066988e7e094cb8e8eaedff569c945ef173d2c.jpg
D'occasion,Hyundai,2012,Automatique,Sacré-cœur                                                                                 Dakar,3300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d87b840f46e8bc93d06465507ee1d153/-/horizon-files-prod/ed/picture/q4482vz5/5132e4d937eacbfb0fbaf32d17266c705e7af576.jpg
D'occasion,B,M,W,Sicap Sacré-cœur                                                                                 Dakar,33000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0bff0fa4cddea25ca307935df29e2e9/-/horizon-files-prod/ed/picture/qde729v0/0c087c15521bfbe7766d5e3932155a02deb1ffa2.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Ford,2016,Automatique,Hlm grand-yoff                                                                                 Dakar,4700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4936537a2b0a7a4db253998403f8d8dd/-/horizon-files-prod/ed/picture/qm5gnv4w/9e940b4fc6933e46fc81d1824649a4f5b43e530a.jpg
Venant,Lexus,2016,Automatique,Sicap Sacré-cœur                                                                                 Dakar,16500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f46bd195278bb183f2bc94936b94622a/-/horizon-files-prod/ed/picture/q2j0wkmk/fff42c9a61ea3a9251814be7155cc5f64fd7d622.jpg
D'occasion,Kia,2015,Automatique,Sacré-cœur                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d04470217b421562aebc98b3e654e4cb/-/horizon-files-prod/ed/picture/qkr8xg7v/59648a8d2f35bf5615d69ea6798d52e7edba397a.jpg
Venant,Jeep,2017,Automatique,Liberte 6                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03488a974141dbbaca0638a55b2960c5/-/horizon-files-prod/ed/picture/qenvxrz4/c5becdf10faebbb5b1626c0bafaed67d8c185615.jpg
Réconditionné,Peugeot,2013,Automatique,Fass                                                                                 Dakar,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9a3ef69b7740260078b598cf5086e70/-/horizon-files-prod/ed/picture/qenv96n4/9632b6f4d027d3d4501c4a5fa4f0e88287bae3a1.jpg
Venant,Ford,2016,Automatique,Liberte 6                                                                                 Dakar,4850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b65f71e93e4ac67a9077cf956a3add6b/-/horizon-files-prod/ed/picture/qgqwdm70/18ea94e48f2aa223f3bcddefd6b4d3a025a66984.jpg
Venant,Hyundai,2017,Automatique,Liberte 6                                                                                 Dakar,11000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89486472e164c039d7be91cb717373b7/-/horizon-files-prod/ed/picture/qngpj98x/22610b077bc21788d7bb868c551337e2b173b8b0.jpg
D'occasion,Mercedes-,Benz,2015,Liberte 6                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f395629da3d0e3dd1a061dead930baa4/-/horizon-files-prod/ed/picture/qpdmjg5r/6adfc4d19074b8eeb85d9798b51354052b9c9fb6.jpg
Venant,Kia,2016,Automatique,Liberte 6                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd879e9a3ddfff13f2fbdcf6a878d807/-/horizon-files-prod/ed/picture/qv4wkd0m/2d8c51ffa5edb3aed4cbccb609b2a955bda99cf5.jpg
Venant,Ford,2020,Automatique,Sicap foire                                                                                 Dakar,16200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b90d3a610e309a5fb33799fb891a4c9/-/horizon-files-prod/ed/picture/qxjpk8eq/e557f20901db399e3765d567eea078d09240e92d.jpg
D'occasion,Hyundai,2015,Automatique,Liberte 6                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55db55bb183232162005080bb0e78080/-/horizon-files-prod/ed/picture/q2j0wknv/6ccded98593b59f03e19b1242a514c6ec21b657e.jpg
D'occasion,Nissan,2014,Manuelle,Mbour                                                                                 Thiès,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72664661776e5920c25826426a833cf1/-/horizon-files-prod/ed/picture/q9mj6g9v/9c2386d5f7b9c38652418f578b2cb26deffefbf2.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
Venant,Renault,2017,Automatique,Sicap Sacré-cœur                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91698a3bee55083c669101fe4804f399/-/horizon-files-prod/ed/picture/qenvnngz/d9354187cea87d06f22720a50b57a8ea233c6908.jpg
Venant,Toyota,2017,Manuelle,Sicap Sacré-cœur                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7e60e294fb09f9daabb3d482527d7d4/-/horizon-files-prod/ed/picture/q8v4kw6r/4c3546b876edfb41b08ff13dd1eb6235aa7aae48.jpg
Venant,Mercedes-,Benz,2020,Sicap Sacré-cœur                                                                                 Dakar,41000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c0b1df1454030072062eced6bd4391f/-/horizon-files-prod/ed/picture/q0g79k0g/7d038ba0f164a981c1285af4394a4b05755ad934.jpg
Venant,Kia,2017,Automatique,Sicap Sacré-cœur                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ccd2b5bc3a8c18066261a7cc9972d982/-/horizon-files-prod/ed/picture/qpdmjg7r/f14c6b104f1045a7fd15d88a0773684a2f75cd0c.jpg
Venant,Ford,2019,Automatique,Sicap foire                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a539fa12cd9186587f88c57c1dac70cc/-/horizon-files-prod/ed/picture/qq425zgn/817eb7b7a6b00c7d402def2d0f0ad4bce7a22fc7.jpg
Venant,Hyundai,2016,Automatique,Liberte 6                                                                                 Dakar,9850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b4e0449356d52eca06c61b55b8cc64b/-/horizon-files-prod/ed/picture/q2j0wkdv/a5865e1d8567d80cb66ef279287762d20ae57ffd.jpg
Venant,Hyundai,2017,Automatique,Liberte 6                                                                                 Dakar,6700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8f2d45b82e75a47a9d32f54a5cea4c5/-/horizon-files-prod/ed/picture/qq425zvz/d2b8fa213a797f44fbfe09191476e29c5fbfacbd.jpg
D'occasion,Suzuki,2014,Manuelle,Yoff                                                                                 Dakar,1 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42117575d07628dd0a5dcaf81a3f6202/-/horizon-files-prod/ed/picture/qq425qqv/6c8192fc57a295612e0870470316a192c08c162e.jpg
Venant,Ford,2017,Automatique,Sicap Sacré-cœur                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c557d3b25ba54ea12903fdc0eb7f3d1/-/horizon-files-prod/ed/picture/q78w0j9n/b3823dda430eb4eff0ed138a6d37245c7c7598c2.jpg
Venant,Ford,2017,Automatique,VDN                                                                                 Dakar,7950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e584b95a383ca8fae874195b9d26829c/-/horizon-files-prod/ed/picture/qkr8502x/6a0623b025dff8197e63cbb74766fae5b9455ff3.jpg
D'occasion,Nissan,2014,Manuelle,Mbour                                                                                 Thiès,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72664661776e5920c25826426a833cf1/-/horizon-files-prod/ed/picture/q9mj6g9v/9c2386d5f7b9c38652418f578b2cb26deffefbf2.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
Venant,Jeep,2016,Automatique,Amitié                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc2de69856c04c4dd9e5201df292d5a7/-/horizon-files-prod/ed/picture/q2j0wk5q/6bedb8bd031a69673514ec348e8fa99623995710.jpg
Venant,Kia,2018,Automatique,Liberte 6 extension                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/844f13bd9a93b2099ceff99bd658f00a/-/horizon-files-prod/ed/picture/qq42wxde/e20600b5980cd1376b5cc07e000bfc1a63d836bd.jpg
Venant,Kia,2016,Automatique,Almadies                                                                                 Dakar,5750000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a582080677041a867d098a62b3fd9c6f/-/horizon-files-prod/ed/picture/qm5gj0jz/a0f898b0ba7a341518798034d3020a45e857443d.jpg
Neuf,Hyundai,2018,Automatique,Guediawaye                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3d8a3a4cf21be38dceb6ccb236fbf29/-/horizon-files-prod/ed/picture/qzvpjpqd/95bfb4274a045ae7a1e79df5dc768d0fbc2bdc26.jpg
Venant,Hyundai,2018,Automatique,Liberte 6                                                                                 Dakar,10100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc38a8c3472349e6e15ed5ad2ec85095/-/horizon-files-prod/ed/picture/q9mjnj6n/5eb19fc04838340ed17a564f588323dc11220051.jpg
D'occasion,Jeep,2015,Automatique,Ouest foire                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01cda92c1071463af6613bfd642d589d/-/horizon-files-prod/ed/picture/qxjpkp9m/8a1cdaa5405fed554bfb1b0ed7f69641e9680885.jpg
Venant,Hyundai,2021,Automatique,Cité Damel                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f704d53590fba2173417813385be0ab7/-/horizon-files-prod/ed/picture/q56dz6kg/b445a2e38fa5a5972fb0c10da7d58a8dd0224bf4.jpg
