condition,description,address,price,image
D'occasionBMW2016Automatique,BMW x5 2016,VDN                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f181a444055cb74d2a674e5f0a5a748a/-/horizon-files-prod/ed/picture/q6xd4qzj/a9807d4ef152ce5aab1dd6493db50558210d3d8a.jpg
VenantBMW2020Automatique,BMW X3 DRIVER 2020,Ouest foire                                                                                 Dakar,28000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8de4d4919e37fd705d58070c902b0da/-/horizon-files-prod/ed/picture/qgqw09dq/fc3005dd49d379a46345f2a8cff1a25c551e1443.jpg
D'occasionJeep2015Automatique,JEEP GRAND CHEROKEE 2015,Ouest foire                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/49b46266506ac530b5ce1e640bcd37ed/-/horizon-files-prod/ed/picture/qrz80v6j/b51ab113a6c2e24516540d1555e999f78580266f.jpg
D'occasionFord2017Automatique,FORD MONDEO DIESEL/AUTO 2017,Médina                                                                                 Dakar,7799000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf3d58b963ce9bfa99640795f0fc8ed9/-/horizon-files-prod/ed/picture/qrz8jevg/737391866d2e2c10e5df436e1813ac45fdee3012.jpg
D'occasionAcura2013Automatique,honda Acura TL SH-AWD limited,VDN                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83278f4fd8e96e8f6a13a34777bddad1/-/horizon-files-prod/ed/picture/qpddn52w/75790b02674359f2f86539c7de2ff12cc46f39b6.jpg
VenantMazda2017Automatique,Mazda cx5 GS 2017,Yoff                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a9dd3ac92d0110dd4e90412352ad9872/-/horizon-files-prod/ed/picture/qv4w5dk8/a730b58a6aa69804d915d301c184f2afa1a775be.jpg
VenantHyundai2017Automatique,Hyundai Santafé sport :2017,Sacré-cœur                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a9cb146fd3b055a77ae02ed5107c982/-/horizon-files-prod/ed/picture/q56d4547/a838cb8a0bca550053d813e74e5bde4b2cc922b4.jpg
VenantMitsubishi2016Manuelle,Mitsubishi ASX,Sacré-cœur                                                                                 Dakar,8300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d471982759609af7b1d9821560942244/-/horizon-files-prod/ed/picture/qwep8d5m/ed152f1c1e6d3439d8bf0a658690b243a9fecf04.jpg
VenantPeugeot2016Manuelle,Peugeot 308,Sacré-cœur                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23185f1d9099fe1a0c5f7b033aec8979/-/horizon-files-prod/ed/picture/qj4qwndz/a836d09087bf5f866d30a75009791cfec89dcaf9.jpg
D'occasionHyundai2014Automatique,Hyundai grandeur à vendre,Almadies 2                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afa8247a345de8a00bd36523e217de3b/-/horizon-files-prod/ed/picture/qq42v0gk/5766e32a5b7643bf2cce00c33fc0b11992e7fa4b.jpg
D'occasionKia2015Automatique,Kia Grand Carnival,Liberte 6                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eea70245df6b6ac45703376e771ea6d1/-/horizon-files-prod/ed/picture/qrz84rvm/f181b6f8171d48b918898caedcb0d1b91e3ca997.jpg
D'occasionFord2023Automatique,Ford KUGA HYBRID,Mermoz                                                                                 Dakar,19000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f967a451898ba820b0ac14728b2c860f/-/horizon-files-prod/ed/picture/q6xd4qnj/3343cb3a5b15d35b0c27d911f32959cc70a4d22d.jpg
D'occasionCadillac2021Automatique,Cadillac 2021,Liberte 5                                                                                 Dakar,30000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a87ccf81e915460fe47228bd313eec1e/-/horizon-files-prod/ed/picture/qkr8v77j/8602b462ff9bbbfc9a4d388a003770043798b287.jpg
D'occasionFord2016Automatique,Chevrolet Equinox 2011,Liberte 6                                                                                 Dakar,17000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e01c2ca3e3b9f928dc4671ca66e290f/-/horizon-files-prod/ed/picture/q0g70w2e/abdc4f206a52f040eaaabc9d7d6d0d78686417d4.jpg
VenantMercedes-Benz2016Automatique,Mercedes Benz C300 4Matic 2016,Mamelles                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62e239ca44b4c37b9a07ae38f75df09d/-/horizon-files-prod/ed/picture/qwep5rzj/ed368ccd3db4e7ea2059dd23e30cba2846143be0.jpg
VenantPeugeot2016Automatique,Peugeot 308 année 2016,Mbour                                                                                 Thiès,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8482298cc7141b06bc1922e28b91a2bc/-/horizon-files-prod/ed/picture/q78wrj5j/68d6dba4efc6ee19db0810661ef8513425689fe7.jpg
D'occasionHyundai2011Automatique,Hyundai Tucson 2011,VDN                                                                                 Dakar,4900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b73d7130cee06940c851d34fd8e234df/-/horizon-files-prod/ed/picture/q44nm49m/ba6eaae5db454aaafefe072d746ce78d5af4cf7d.jpg
VenantHyundai2017Automatique,Hyundai Santa Fe Limited 2017,VDN                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e59ce03a438f196a4f78a9da50a7bf9/-/horizon-files-prod/ed/picture/qkrgjnmj/eac7b81fab1b3f99fefabb4d5b2a57a758430c31.jpg
D'occasionToyota2011Manuelle,Belle Toyota matrix 2011,Yoff                                                                                 Dakar,1999000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe8652c969cfa37748eaf719ff408415/-/horizon-files-prod/ed/picture/q6xdmqvg/c9b3a1d5f1488b8f9bac66eb788b1b737c4b222b.jpg
D'occasionCitroen2009Manuelle,Citroen C4 2009,Patte d‘oie                                                                                 Dakar,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/666fc2d0e0e0d67107a7170c78dcfb4d/-/horizon-files-prod/ed/picture/q0gwqreg/6a7404f1c76900824cc953e32e3ad864158892e2.jpg
D'occasionFord2013Automatique,Ford escape 2013,VDN                                                                                 Dakar,3800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3af0c3c0c87d0975f5127abc6af8803/-/horizon-files-prod/ed/picture/q9mj6k07/dced4e76e07022ed0d226542175d6878d5bd43bf.jpg
VenantMazda2010Automatique,Mazda 3 année 2010,Pikine                                                                                 Dakar,2950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef600fd617ac763443ad5d0d57952975/-/horizon-files-prod/ed/picture/q6xd4q78/8c1a87bac937ac7a77105beb3ea353cbff14bdbb.jpg
D'occasionCitroen2016Manuelle,Citroën c4 Picasso,VDN                                                                                 Dakar,4900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c0f3a5708b569f89c85d93c2de546e8/-/horizon-files-prod/ed/picture/q2j0nkzg/f6eacd6642b7d0bb633a88bd06b8f77c90e68e35.jpg
NeufHyundai2020Automatique,Hyundai tucson,Mermoz                                                                                 Dakar,10900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c9fa07bb0ad96992484fdf34ca00906/-/horizon-files-prod/ed/picture/qm5g9p62/379ffa6234b02528f821da526aa117e444f6f96c.jpg
VenantToyota2019Automatique,Toyota camry 2019,VDN                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a1758f46a5aa7f936e158f207cefc40/-/horizon-files-prod/ed/picture/qwepwkx6/28f25777094334834edf0e952243fa01b14c10a1.jpg
D'occasionToyota2015Automatique,Toyota Land cruiser,VDN                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/44fe8f58183303c1363d0af4b54eb011/-/horizon-files-prod/ed/picture/qxj2597z/48dd7d61593470e20379b2d3fe405a81d832a1dd.jpg
D'occasionMercedes-Benz2012Automatique,Mercede ML 350 2012,Rufisque                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b22093e17f13a6b5a510b1bd50dca69a/-/horizon-files-prod/ed/picture/q44nmvpe/716934bba51244ad43c39c4b7456942d545d70a9.jpg
VenantMitsubishi2017Automatique,Mitsubishi rvr 2017 fully loaded,Hlm                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/571508999cd41856d652e4dd49e71e4d/-/horizon-files-prod/ed/picture/qgqw0ez9/0f7780a650cf05740dc03e54e42b4e61d6b1e864.jpg
D'occasionRenault2016Automatique,Renault duster,Yoff                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dc4f62b9479aebf5e585ab92c9c30b4/-/horizon-files-prod/ed/picture/qenv2x8v/fedc9b6a68fa417e99ecb2125a8e26fd40c796e6.jpg
D'occasionFord2015Automatique,Ford explorer,Ouest foire                                                                                 Dakar,4900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e44e80f0e77e03f25a9d9730ee59173/-/horizon-files-prod/ed/picture/qgqwgzzq/b2502648863f7ce1e1dafd7c68c63ee942cf9ce2.jpg
VenantFord2018Automatique,FORD EDGE TITANIUM 2018,Sacré-cœur                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63a7fa816d68f27b0d673b768860a323/-/horizon-files-prod/ed/picture/qenvjv4d/6c1cf1834070f347c853f5d991b78c28c8c8a0a4.jpg
D'occasionBMW2014Automatique,BMW x3 2014,Ouest foire                                                                                 Dakar,7900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a67d7e2d5fb58cb259ca33f4daacda0/-/horizon-files-prod/ed/picture/qkrgwgr5/1e277ce9936b7c5b619a837720c5516c4df8c598.jpg
D'occasionBMW2017Automatique,BMW X3 2017,Hann maristes                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f44213a6a54ef24fa13a839ed213d0ae/-/horizon-files-prod/ed/picture/qngp26e9/4c0c52494c1974622e26c678b7e36ad5e191e1f0.jpg
VenantJeep2022Automatique,JEEP GRAND CHEROKEE,Nord foire                                                                                 Dakar,30000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50fe40f8799e3a237128478d52525761/-/horizon-files-prod/ed/picture/qwep5p54/a68d6e536732a7f4ebfd91d7838ba0f1e2d98ba3.jpg
VenantMazda2016Automatique,Mazda CX-5 2016,Sicap foire                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4092f70f02185a5353d22268a84d3aa0/-/horizon-files-prod/ed/picture/q2j0n098/6f6131bfc73184e0089ba036f2c975b14804fc2c.jpg
D'occasionFord2008Manuelle,Mini-Bus 14 places en bon état,Grand-Yoff                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b59dc3bb873a5933fe85d2282ead7821/-/horizon-files-prod/ed/picture/qrz86n2m/9ddcfb1e27b43dcd6fdd45300cb4bfce530eea68.jpg
VenantJeep2018Automatique,Jeep Compass 2018,Sicap foire                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97e6efbbb7164a3d009d9c8525e42557/-/horizon-files-prod/ed/picture/q0g707x6/b5fbafb841c8a10dd71ec040ee337e460b14ea56.jpg
D'occasionPeugeot2014Manuelle,Peugeot 308 2014,Sicap foire                                                                                 Dakar,3700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a8a3ce8f21bae2efe11623a79004231/-/horizon-files-prod/ed/picture/qj4q7qd6/df7b76272f254221da0cacb0f917307e8b76b859.jpg
VenantFord2016Automatique,Ford Explorer,Dieuppeul                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6df4bada5e1724226b3f1ceb2091e5f5/-/horizon-files-prod/ed/picture/qm5g9gkr/9d23e5c28613f5bab6e92363d73b17800af3a075.jpg
VenantRange Rover2020Automatique,Range Rover Sport HSE 2020,Sicap foire                                                                                 Dakar,38000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c59bafddd859771b8f410cc9eb055467/-/horizon-files-prod/ed/picture/qzvp5p56/a43e0ed2bc70251f1bb224c18ae6d3d3d9a14ce3.jpg
VenantHyundai2016Automatique,Hyundai tucson,Plateau                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecfcfa73151c2f86529b351ad7ee199e/-/horizon-files-prod/ed/picture/qv4w5wxp/8466e0463b88e714d5e3c324d7313e09cf3d02d9.jpg
VenantJeep2018Automatique,Jeep Compass 2018,Mermoz                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29a07b2c62d2b9ff93726e57ed4a0b11/-/horizon-files-prod/ed/picture/qrz84802/b346926ab3fc6e1eb43d5c065d4378079c4a470b.jpg
D'occasionRange Rover2007Automatique,Range Rover Sport 2007 V8,Fass                                                                                 Dakar,2700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3e55ce34451781289537ae3ca057e99d/-/horizon-files-prod/ed/picture/q6xkgr6v/12dd61adfa0b45be8f37d9de3c7c5c49f297753a.jpg
D'occasionFord2018Manuelle,FORD ECOSPORT 2018,Fass                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/100fed191bf1e0187299c8a80fc7006c/-/horizon-files-prod/ed/picture/qq4282vj/e1b9354b955612840e943b16e6f45b57fd7f47d3.jpg
VenantBMW2020Automatique,BMW X6 Xdrive 40i,Sacré-cœur                                                                                 Dakar,48000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29ddf0f7dbd9ae1632787fc65ecc2cd2/-/horizon-files-prod/ed/picture/qenv9p6z/da8210fc20bfc371988e7bfa5ae3b64a7a3af096.jpg
VenantFord2018Automatique,FORD EDGE TITANIUM 2018,Mermoz                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/784c97168ef0b9216555a275c46d7079/-/horizon-files-prod/ed/picture/qpdm8xxj/de58e1bf32eb58969e0123e9760f8dea09ab7c6b.jpg
VenantFord2021Automatique,Ford Explorer 2021,Liberte 3                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91a29973ba9c72a8c65fa8e7f5eafce9/-/horizon-files-prod/ed/picture/qzvpj7rq/4a571f98e46417715103355017aa893944f1e80d.jpg
VenantKia2017Automatique,Kia sportage ex,Sicap Liberté                                                                                 Dakar,9800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/216b70970074798d8343c0cfee1a9654/-/horizon-files-prod/ed/picture/qv4wexv2/fa81036bed761f595af8a678b853bf5472d32380.jpg
D'occasionBMW2017Automatique,BMW x3 4 cylindre,Sicap Liberté                                                                                 Dakar,12800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ada469471967b396291946a5a9a0dae/-/horizon-files-prod/ed/picture/qm5gdxdg/69786eca752f2a73b7b693239b4b29755c798e68.jpg
D'occasionPeugeot2016Automatique,Peugeot 308,Médina                                                                                 Dakar,6250000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59ab9245df1254bc24d4bb58bdd7e1bb/-/horizon-files-prod/ed/picture/qenv7kxk/a71d507b4351f2edebce69b2f0d57b52ce3de4e8.jpg
D'occasionFord2015Automatique,EDGE V6. 2015,Médina                                                                                 Dakar,5100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ae2935a917107b4d91ac81b467adeca/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q56dggpg/044123161d124dc2f48fe985f62460ed5693c373.jpg
D'occasionJeep2015Automatique,JEEP CHEROKEE 2015,Liberte 6                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7817a17106bff47b7c2aebb53551e1ee/-/horizon-files-prod/ed/picture/q2j0n0w6/acfbab10393c1a32fc82e61c0c08301cbf11d8a6.jpg
NeufSsangyong2017Automatique,Korando cx7  2017,Guediawaye                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2fa999ef557e07b04584fa5cd23697b1/-/horizon-files-prod/ed/picture/qenvjv96/9631eccb028a87e61573e835c4342e7bc402be78.jpg
VenantMitsubishi2020Automatique,Mitsubishi RVR 2020,Liberte 6                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/81250a52627ffeeb48502f26975184a4/-/horizon-files-prod/ed/picture/q9mjdwjx/579464ab981f2ebbc5b4990fc58af9472286ec4a.jpg
VenantPeugeot2016Automatique,Peugeot 308,Keur Massar                                                                                 Dakar,6000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8c4af0e14766043cafae2c468410b68/-/horizon-files-prod/ed/picture/qxjpzwpv/17aa7e3ac212b9d35beeee80ba11d2fef63b50c3.jpg
VenantPeugeot2016Manuelle,Peugeot 2008  2016,Keur Massar                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8bedff2e7510fce125c3dc2bc3509ed/-/horizon-files-prod/ed/picture/qwep85p0/bfdff6f36d400d27aa9dfa74d646a425b4752bd8.jpg
VenantLexus2018Automatique,LEXUS ETAT 2018,Liberte 6                                                                                 Dakar,17500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7a6b8a2bcdf16b0db9859a1444153c4/-/horizon-files-prod/ed/picture/qm5g9g0m/da44133bb3bb963ba10dbf3db68d57ba154204cf.jpg
D'occasionFord2009Manuelle,FORD RANGER 2009,Guediawaye                                                                                 Dakar,3000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/24ac6db7797baa776a19eafb1052e1c1/-/horizon-files-prod/ed/picture/q2j0nq8j/e457ecad16e7f620c079df75b92562eb11f2b8dd.jpg
VenantMercedes-Benz2021Automatique,Mercedes Benz GLE400d  coupe 2021,Nord foire                                                                                 Dakar,69450000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c483adfb1090afb1106a7b7c7fff039/-/horizon-files-prod/ed/picture/qrz84vw9/1081f97cf057f6dbdb54a999635e4ac2a342b9cb.jpg
VenantHyundai2016Automatique,hyundai volester,Nord foire                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d51e53efe8b2ed5f034ddb8b2b8d9211/-/horizon-files-prod/ed/picture/qwep8x24/e59943667089499874cfa503b22abfa915ad61e8.jpg
D'occasionRenault2012Manuelle,renault duster,Parcelles Assainies                                                                                 Dakar,3600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/507337335be09b3a57664463e2f640d8/-/horizon-files-prod/ed/picture/q78w9g28/c86597583beaf329c41fb9f378617cf1cefb8b59.jpg
NeufPeugeot2018Automatique,Peugeot 3008,Sud foire                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e8cc855c9ea2beda6de4b02304a0b71/-/horizon-files-prod/ed/picture/q0g780dk/63457157bfbda0ad2c6b3d000ebfb71b43c23029.jpg
NeufRange Rover2017Automatique,Range  sport,Sud foire                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a54f63184f2859403cb6e1e5bde4477/-/horizon-files-prod/ed/picture/q8v4d25n/addfbfb42668bf7a79a1eecf86ede58fbfa4c044.jpg
NeufRenault2016Manuelle,Renault,Sicap foire                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a7a1decafc0db51375ee1c85c3ec9e1/-/horizon-files-prod/ed/picture/qpdm68ej/2b3bf77752ccad46c751f8669017f4173a45f6be.jpg
NeufSuzuki2020Automatique,Suzuki vitara,Sud foire                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9adda04ca848a2d83643d2ab1025be00/-/horizon-files-prod/ed/picture/qzvp6956/b7fd8ba6cb67e68370eb9f8baaad245df3276ff6.jpg
NeufHyundai2016Automatique,Hyundai grandeur,Sud foire                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb82064a07d16e66ad051da2143e5ca6/-/horizon-files-prod/ed/picture/q2j0njnq/348091e7acf7f17be7ca192366f06efe40ea51b2.jpg
VenantGMC2018Automatique,Gmc terrain,Sicap Liberté                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f35c8f35d1d4c290bf8b939e313bcd18/-/horizon-files-prod/ed/picture/qngpzmjv/0243eea7f177fa27c6e6047d2277926481805289.jpg
VenantHyundai2016Automatique,HYUNDAI SANTA FÉ 2016,Mermoz                                                                                 Dakar,9200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f216e21aed68638b819306c42cf6d3b0/-/horizon-files-prod/ed/picture/qgqwmrve/9cfd2a8e1e7d974dfe66138af878613a41757716.jpg
VenantKia2017Automatique,KIA SPORTAGE 2017,Mermoz                                                                                 Dakar,9700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1986a23abb6a341246c87feb39d0946d/-/horizon-files-prod/ed/picture/qenvx5wz/842350441d484ffa428a8124835f0aff6b9bfac7.jpg
VenantChevrolet2018Automatique,CHEVROLET TRAX 2018,Sacré-cœur                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4afc3204e71f6c87f910a4142c9ccc8e/-/horizon-files-prod/ed/picture/qwepjx85/686d0182c8e41b20221fc0b95aac4289bfd4d324.jpg
VenantToyota2016Automatique,Toyota rav4 2016,Mermoz                                                                                 Dakar,12900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/987d4573816bcc6d8feb71e22c04b1cb/-/horizon-files-prod/ed/picture/qenvpw46/29c240e55e262789fc67b0d84caa04c460be05bf.jpg
D'occasionNissan2019Automatique,Nissan Qashqai 2019,Golf                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/071971bed317058f01908704109de07c/-/horizon-files-prod/ed/picture/q44nqdz2/0a950d05d15b3dc81799af5829bcc54267d4d9e0.jpg
VenantChevrolet2019,Chevrolet Blazer 2019,Fenêtre mermoz                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/665f2afcc2243b0f3647aecddeb4071c/-/horizon-files-prod/ed/picture/qj4qw9vg/30417f9276b62a175da93c73dd145f576f2e9424.jpg
VenantBMW2017Automatique,BMW X4 2016,Fenêtre mermoz                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf1af6a4c0622170b106ed6c871539cb/-/horizon-files-prod/ed/picture/qwep8rwp/7062ae3acf62035f78620817f77f33a6dbe72c1d.jpg
VenantHyundai2017Automatique,HYUNDAI ELANTRA 2017,Parcelles Assainies                                                                                 Dakar,7300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e99128312507d2457b6343ded1d13893/-/horizon-files-prod/ed/picture/qj4q7r7w/317bb96416b3e43d681287917df56edd8874a82d.jpg
VenantMitsubishi2010Manuelle,Mitsubishi l200 4x4,Hann Bel-Air                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/720cd88cca1fae683e4f6d0e17819f76/-/horizon-files-prod/ed/picture/qngpng0g/b739ca8fe569b1d7e2790a35e6bdc4477927481b.jpg
D'occasionFord2017Automatique,Ford edge sel,Ouest foire                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd407ab9cf52484c2f01b3f25074a078/-/horizon-files-prod/ed/picture/qpdmqpjj/d404814acc2d28f0b78882279adcff653ace1f84.jpg
NeufJeep2016Automatique,Jeep Cherokee 2016  4x4,Liberte 6                                                                                 Dakar,8300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1b4df7d1e19a9b3e20eb5288cd79712/-/horizon-files-prod/ed/picture/qngpz42w/ccbc24aaaa717e10de2b4f756f6378cd84eb20c0.jpg
D'occasionFord2012Automatique,ford edge 2012 v6,Yoff                                                                                 Dakar,1999000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2428e8252f07cb53e1a0b948411f4451/-/horizon-files-prod/ed/picture/q0g7z0rw/a127f60985f5bf43e77d6d525caa8d0332d83e08.jpg
D'occasionMercedes-Benz2016Automatique,Mercedes-Benz ML 350 A VENDRE,Ouakam                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e12f2d31f83b7630a565a76b8fb3f0c/-/horizon-files-prod/ed/picture/qj4qz2d4/8c46f16d13ac19d3db833d66925032336f9fea78.jpg
VenantHyundai2016Automatique,HYUNDAI SANTAFÉ  2016,Mermoz                                                                                 Dakar,9950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/630f11cd041e20ab8c5c4fa24772757c/-/horizon-files-prod/ed/picture/qngp7p29/ad2d8b98fd8521e24dd0196acb2714130d2e48fc.jpg
D'occasionRange Rover2019Automatique,Ranger Rover 2019,VDN                                                                                 Dakar,28500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c260bc9ac0caad5d365347d62856f821/-/horizon-files-prod/ed/picture/qzvp5dj8/eb93f02613b468e0035e82169e24fb63ead7043b.jpg
VenantHyundai2016Automatique,Hyundai Elantra 2016,Mermoz                                                                                 Dakar,5850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce56a0e5ed74062682a32ee5b52ea425/-/horizon-files-prod/ed/picture/q6xdm4dv/f6dc2fda298655198102597148b5250e3f85eabf.jpg
VenantMazda2016Automatique,Mazda Cx5 2016,Mermoz                                                                                 Dakar,8750000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10dba5361d0d9916191e7493fabf2ae1/-/horizon-files-prod/ed/picture/qrz80meg/800b2842a05aa52dd539de63b28370ded1413d33.jpg
VenantKia2023Automatique,Kia Sportage 2023,Mermoz                                                                                 Dakar,24500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3867565fa1240660c41755453b6576d1/-/horizon-files-prod/ed/picture/qwep52n5/a424f75d496963cc0877ed913f983f93ab735087.jpg
VenantBMW2018Automatique,BMW X2 Xdrive 28i année 2018,Sicap foire                                                                                 Dakar,13300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73152eef976199face68439acbfb7e8c/-/horizon-files-prod/ed/picture/q8v4dmgp/e58486481498a5b075534342f1070a317ca0bdb3.jpg
VenantMitsubishi2017Automatique,Mitsubishi outlander année 2017,Sicap foire                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/422e8e8e3234db7e57024702d1f7c645/-/horizon-files-prod/ed/picture/q44nm80r/756e3429d801f08730785bd2b797c09d5b708e24.jpg
VenantMercedes-Benz2016Automatique,Mercedes-Benz CLA 220 D année 2016,Sicap foire                                                                                 Dakar,8200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d65fa25c25f39f08aaaa262c19bb04b/-/horizon-files-prod/ed/picture/qngpzdzz/fded8d2b7f440a146253d224f63a88556ba17a25.jpg
D'occasionChevrolet2013Automatique,Chevrolet malibu 2013,Plateau                                                                                 Dakar,3300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ee041f0504539a66db832fdb30a4980/-/horizon-files-prod/ed/picture/qrz84v88/e584c7031b3de5225898802f4b2d84900f592c1b.jpg
