condition,brand,year,gearbox,adress,price,image-src
D'occasion,Hyundai,2013.0,Automatique,Sicap Liberté,4 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/03577e389ba024509f4e75a697f7aa6a/-/horizon-files-prod/ed/picture/qwepern6/69f8a20ffca49730e6621178f2a7e972a770dead.jpg
Venant,Jeep,2016.0,Automatique,Grand-Dakar,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/adbb794e5c5f75c04988eb38cd164a45/-/horizon-files-prod/ed/picture/qzvpv8nv/24681f392b6c8ec72d63645d92872b99c58eba59.jpg
Venant,Hyundai,2016.0,Automatique,Grand-Dakar,7 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e02bb835adf4d0a50fa1585e7e17c0e/-/horizon-files-prod/ed/picture/qweperdk/107ec2af0a8b899571c9f1f39492ad51f97b6269.jpg
D'occasion,Mini,2013.0,Automatique,Point-e,4 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5319ca2f10d2c9b7abaf68a82b97bda/-/horizon-files-prod/ed/picture/qv4wmnpw/1e80b53ff0e4b5d9b496708993240826cfd0fb5e.jpg
Venant,Hyundai,2013.0,Automatique,Grand-Dakar,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/86ee7a6e4e1c03b4b2ff5a3dcf258454/-/horizon-files-prod/ed/picture/qxjpjgnv/0cad91c70d965bdad64fae7095f9bd2d14284657.jpg
D'occasion,Chevrolet,2011.0,Tiptronic,Médina,3 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf3cd79233b6ca1ccd0350b3a0bf4e02/-/horizon-files-prod/ed/picture/qxjpz9mq/2bd6cc2dbe584e3f70e97c5eae591e5e08d1a97f.jpg
D'occasion,Ford,2014.0,Automatique,Sicap Sacré-cœur,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a25b1135922e5202b37b37a1d9b7b2c/-/horizon-files-prod/ed/picture/q0g7gn6d/c9e8445c35497e7c1eede66b35fc3d1ffba911f5.jpg
D'occasion,Jeep,2013.0,Automatique,VDN,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7b589c3c743713a2f5b7aa96f735751/-/horizon-files-prod/ed/picture/qng5nrjg/38f1cd24079c6604082ecbfa25322ad4586216b5.jpg
Venant,Mazda,2020.0,Automatique,Sicap Sacré-cœur,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e7d39adedc5b37f20c73354c558f068/-/horizon-files-prod/ed/picture/qrz8zj22/dcedae9483441787f8f69efe827ae4a5bff1a96a.jpg
Venant,Ford,2017.0,Automatique,VDN,17 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/20b7a156f393309a615407494527a847/-/horizon-files-prod/ed/picture/qwepekzk/639e0d0feb33aa1901cb4f193098bd18035937fa.jpg
D'occasion,Ford,2013.0,Automatique,Sicap Sacré-cœur,4 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22e7656818d60d3e2f13349d8cb36650/-/horizon-files-prod/ed/picture/q0g7g99j/2b800fc12db7b207cc1e2409e16e3d773e4278c0.jpg
Venant,Renault,2016.0,Automatique,Sicap Sacré-cœur,7 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca182b282e052ed32a21e356df24dbb4/-/horizon-files-prod/ed/picture/qrz8z70j/38f46453fa0990c31dd580a0e1311fa2354d5bb2.jpg
D'occasion,Toyota,2007.0,Manuelle,Parcelles Assainies,3 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b67fa4944a587b50deec785890fd341/-/horizon-files-prod/ed/picture/q9mjmg7x/4d73eaf48f2e77f5cbf433df1684d062763e975e.jpg
D'occasion,Toyota,2014.0,Automatique,VDN,1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b7f8f390622f5a8af917cd87e1e172ed/-/horizon-files-prod/ed/picture/qrz8z4dq/3bf0b2717841360d3911a58b2a5fbe4f2964e27b.jpg
Venant,Ford,2016.0,Automatique,Cite Mixta,5 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0904648f544b8efd6fe8aa625c2a6d2/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Toyota,2016.0,Automatique,VDN,14 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08a53e699306199b69cae8ff4a904420/-/horizon-files-prod/ed/picture/q9mjm2np/e2dd638c2600bf3be64906d6456f26de71b6d8b6.jpg
D'occasion,Toyota,2017.0,Automatique,Cite Mixta,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e430b50e29713d08fb1944216f51b23c/-/horizon-files-prod/ed/picture/qm5g5e5r/bd84d1525d648c051ae571625f5d27bef15dda9d.jpg
D'occasion,Peugeot,2014.0,Manuelle,Parcelles Assainies,4 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4ad9db5f3cd9f4055079104aec1d324/-/horizon-files-prod/ed/picture/qkr8r2zj/7dad9d06b14157ed8dade083318af68d7976a85f.jpg
Venant,Mazda,2015.0,Automatique,Grand-Dakar,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e0b69fb4e2ea45c081c1f60c50196f1/-/horizon-files-prod/ed/picture/q2j0jeq6/69f46ad41a4123eaf3963527593e171e314a10ae.jpg
Venant,Toyota,2016.0,Automatique,Grand-Dakar,19 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c122012bf45e7793bd0573673ca9726/-/horizon-files-prod/ed/picture/qv4w47wv/7abd9eebfc5e5b55b5b76e1ca7e2c2f86ecc331c.jpg
Venant,Mazda,2016.0,Automatique,Grand-Dakar,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/280e941e97051937ec567749a8e26059/-/horizon-files-prod/ed/picture/qwepevp4/691e42f1dd40764ec362166dccbc75bbd14f03b7.jpg
Venant,Chevrolet,2016.0,Automatique,Sicap Sacré-cœur,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9cdd15bb1702d8d719af4b093af984f9/-/horizon-files-prod/ed/picture/qgqwqn49/ce1074a0fbe74cc52f2ae652476f70c0da11c0df.jpg
Venant,Renault,2017.0,Automatique,VDN,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7deaca8cd19908dc8c14aa473804c82a/-/horizon-files-prod/ed/picture/q8v4vexn/2ccff73fdf944f4e804765d5e2ba2e1b30d18d80.jpg
Venant,BMW,2016.0,Automatique,Almadies,18 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77314b534cf01040cd024b3c55bf05c0/-/horizon-files-prod/ed/picture/qv4e8mwj/4660443b6dfde6c5e03ac70160fbe28bf0a3eecd.jpg
Venant,Mercedes-Benz,2019.0,Automatique,Plateau,28 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/df7207788508c83b5555185230f0e690/-/horizon-files-prod/ed/picture/q8v5qx44/ab017dcf63a0f0b2331855041e8b135e447fc3ea.jpg
D'occasion,Fiat,2013.0,Automatique,Liberte 6 extension,4 495 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cdf09e64fed2f43831a9e240727a5de/-/horizon-files-prod/ed/picture/qrz80nmq/d3a4048928b208fd21eecd9c7e3624e52af8919e.jpg
Venant,Toyota,2020.0,Automatique,Point-e,27 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1665c77905dca7b39a4e1b6841f864d0/-/horizon-files-prod/ed/picture/qrz8zgrx/36618ce0dd63b8d5a9532eca4e0e71fd6bc1d916.jpg
Venant,Mercedes-Benz,2020.0,Automatique,Plateau,43 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/93c6c7faa58284452e8e3703059fb7bc/-/horizon-files-prod/ed/picture/q8v4vjd4/af34b5828613ce956bff001fe58c3b6ffcd47502.jpg
Venant,Ssangyong,2016.0,Automatique,Sicap Sacré-cœur,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5637c6a2bae4d3f86d8f0664074f991/-/horizon-files-prod/ed/picture/qweped40/03af3cf9d583057d6060129a88dd5121b0059156.jpg
Venant,Peugeot,2016.0,Automatique,Sicap Sacré-cœur,6 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/62b5a00fd83c55ff1d13263768dec0e6/-/horizon-files-prod/ed/picture/qwepedqp/d7191cdf333525f0777539d0a7505460c54de1d2.jpg
D'occasion,Toyota,2020.0,Automatique,Sicap Sacré-cœur,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1863e36ed142b7386a309b859f5869ed/-/horizon-files-prod/ed/picture/qxjpjkg2/75efffd3992d0659ab2f3a04c38f210f0d9981c2.jpg
D'occasion,Toyota,2016.0,Automatique,Sacré-cœur,25 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/717abc713639a79215a7d7fc514516a8/-/horizon-files-prod/ed/picture/qwepeq04/a026a4c4865bcd6f7996f3f9af8e23e0101fe114.jpg
D'occasion,BMW,2015.0,Automatique,Gibraltar,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7440184608dd9d0d25f231d55b08a7b/-/horizon-files-prod/ed/picture/q78w8nkq/50894311c854c466b0fa02720cb6260e7e1cf697.jpg
D'occasion,BMW,2015.0,Automatique,Sicap Sacré-cœur,18 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fefec1665e2d9b2fd295a90cd6293c9a/-/horizon-files-prod/ed/picture/qwepzm4z/014ed72afd91dd5d036d798ee7cb25f27923e049.jpg
Neuf,Nissan,2017.0,Automatique,Grand-Dakar,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1d54af8f10feeb13253a45e8c1ee2d2/-/horizon-files-prod/ed/picture/q2jqmg5p/1ffd1b573327562eaae5fbddc4d059ac279c1729.jpg
Venant,Ford,2017.0,Automatique,Parcelles Assainies,8 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cec6c918975d1e6890487cd629c71448/-/horizon-files-prod/ed/picture/q8v5n5zj/208864fde1bfedf63218ae9cf027417b6ff42bf1.jpg
D'occasion,Audi,2011.0,Automatique,Cité biagui,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac900d725565de9c6a63c78db43f3a36/-/horizon-files-prod/ed/picture/q2jq4m82/b038216412ba7743f74795c17e90400777ba81ab.jpg
D'occasion,Mitsubishi,2022.0,Manuelle,Hann Bel-Air,6 999 998 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/467c8aada570e44e9a9f78df12bf5210/-/horizon-files-prod/ed/picture/q78w77pq/6be29616159d568e7047eb1e3495fc120e84761b.png
Neuf,Hyundai,2016.0,Automatique,Guediawaye,8 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fbec3c751e171a749381a4dc4ab6aec/-/horizon-files-prod/ed/picture/qzvp446d/940706d5469e5bca366909c7a3dd3ae92d2b4c42.jpg
Venant,Toyota,2017.0,Automatique,Sicap Sacré-cœur,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5eb7450daeb87f5beaf6692d3900ff82/-/horizon-files-prod/ed/picture/q56d6x6r/fe024e8df0738396fd0e9845f3f9cbde0ecedf0c.jpg
Venant,Mazda,2017.0,Automatique,VDN,16 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f21166e33b49b47eec899a669e4bf4b6/-/horizon-files-prod/ed/picture/qm5grgkg/eb8fd8c7f21e7139ed790e5508edeb8052134d0d.jpg
Venant,Hyundai,2019.0,Automatique,Parcelles Assainies,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6880ddb0fa5d3873b035c58a13147c46/-/horizon-files-prod/ed/picture/q8v4zvwj/85d4704a521275534627011d55c3b29a05df096c.jpg
D'occasion,Kia,2016.0,Automatique,Sicap Sacré-cœur,6 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1dd51f96539fa20026189a30be1f7c2f/-/horizon-files-prod/ed/picture/qrz8qr8x/139ab0d8f480b1c538334c30b366dc106d44f80c.jpg
Venant,Peugeot,2015.0,Automatique,Sicap Sacré-cœur,7 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d889cc53bf1ffaa03828e4b47aee8994/-/horizon-files-prod/ed/picture/qde7w99w/b553d3b5d476855c6d0c6fda6283f4e1bf9f60e3.jpg
Venant,Chevrolet,2016.0,Automatique,Sud foire,5 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9374e64f4ae100b416a2f8013d8aca70/-/horizon-files-prod/ed/picture/q56d4pmr/f20369afdaed0f2768f5fd2467f8302765334086.jpg
D'occasion,Mitsubishi,2013.0,Automatique,Guediawaye,5 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/828f19c94e79403ee7ea949dad269d52/-/horizon-files-prod/ed/picture/qngpgv6z/a16f8128362011678d26f49d3746d15cbb512754.jpg
Venant,Mazda,2016.0,Automatique,Sicap Sacré-cœur,8 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cbd154d02af5924ca523f25bbf964cc3/-/horizon-files-prod/ed/picture/q56d49j5/60289527a78200b703919693618c0c027396ca71.jpg
D'occasion,Hyundai,2012.0,Automatique,Hlm,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/63b30b1a1fb126b194fb73bb35c282ac/-/horizon-files-prod/ed/picture/qenv5pd5/697b26e40d18443fb6a666962fe939fb9014ea4c.jpg
Venant,Kia,2016.0,Automatique,Parcelles Assainies,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5c66da265471e0224697079e53dcc35/-/horizon-files-prod/ed/picture/q9mj8jxn/8d1d65b4a20ce0c96b48c70abff20e28c1fa5a6b.jpg
D'occasion,Mitsubishi,2012.0,Manuelle,Hann maristes,6 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/37d628aa427b6295ee25a02accccaf0d/-/horizon-files-prod/ed/picture/q6xk40gv/7207c2219d4e653f7925a7bd1dd37e22b10171a5.jpg
Venant,Kia,2016.0,Automatique,VDN,11 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4caf133a89fc07c5de3c925f12547b1d/-/horizon-files-prod/ed/picture/q8v4zg00/851c84c15c76feae18153cd0d614837c0a073ba2.jpg
Venant,Hyundai,2016.0,Automatique,Thiès,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c11ec84f0b1e7067457f29142aa04fd/-/horizon-files-prod/ed/picture/qv4wpzwg/53776edd108bf359d7ce12da4d26a58ef3feeba7.jpg
Venant,Kia,2017.0,Automatique,Point-e,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0bae8fd8a8f9ccc1ef15dafa3b4e0995/-/horizon-files-prod/ed/picture/qngpdwjw/18dabd92fd9d02dda3eca27a8395d3738febd3d8.jpg
D'occasion,Kia,2019.0,Automatique,Hann Bel-Air,19 499 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5389159557305aa8812aab70ff8e4f1/-/horizon-files-prod/ed/picture/qq42q58n/c76f380d9d4f1a849e5a540577fe2fda588ed17d.png
D'occasion,Ford,2006.0,Automatique,Yoff,1 750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eccd5f9ee7cd5674a603473fc6c3b862/-/horizon-files-prod/ed/picture/q9mj86w6/129003d575c296e9e003e304977b173eb367a989.jpg
D'occasion,Toyota,2009.0,Manuelle,Yoff,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4c5ff0feb02369ad7783fe2e44ba185/-/horizon-files-prod/ed/picture/qv4wp55m/1546dcdf06872df88ae9983ce15702c42266a67f.jpg
D'occasion,Hyundai,2011.0,Automatique,Yoff,3 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/87a06d01dc30a895c663fde624f595eb/-/horizon-files-prod/ed/picture/q44ndqqr/f8d962661947e64cba1d23f6fa46303d24752d89.jpg
D'occasion,Peugeot,2010.0,Manuelle,Liberte 6,3 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/76c601c06d257e5675ebd452d198418b/-/horizon-files-prod/ed/picture/q6xd64ez/95c1082971f7b9350a639932b1658df1270a219a.jpg
Venant,Kia,2017.0,Automatique,Sicap Sacré-cœur,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d65e010814670287eb497cfa291a603d/-/horizon-files-prod/ed/picture/qrz8q05m/6f65c9a89080555a8311a781ddfa83c20ad7532a.jpg
Venant,Hyundai,2021.0,Automatique,Sicap Sacré-cœur,26 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/efe7904fcd5a6807bf99d53fb2ca680e/-/horizon-files-prod/ed/picture/q6xd6zmz/9a6cfe5046e4d8805fff462ef62ec93c1df39974.jpg
Venant,Range Rover,2018.0,Automatique,Sicap Sacré-cœur,31 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a34e26c374fb9f6e1a97c9660b3edbe/-/horizon-files-prod/ed/picture/qv4w49nv/6b7c79c1f1d8b61cc8617624fff0179bfc454040.jpg
Venant,Peugeot,2017.0,Automatique,Sicap Sacré-cœur,7 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db56e9b2c2199638be60687cfddbae8a/-/horizon-files-prod/ed/picture/q8v4vjep/7e29e1bcc502b54997e864c22ec470d375280c5f.jpg
Venant,Mercedes-Benz,2016.0,Automatique,Liberte 6,17 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/95b65310f5adf8ae4ccb7594c852d614/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qxjp6nwn/413544e30ee19ff6b63a68c6acff1029b759690f.jpg
D'occasion,Chevrolet,2012.0,Automatique,Amitié,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/89aa18315339186182027901ec40447d/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qpdmw560/a1d7e1b78cad72bf80ccbb4358e2ba10986939a9.jpg
Venant,Jaguar,2016.0,Automatique,Liberte 6,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/da6a93f9fa6ceaef214d84d2b88caf26/-/horizon-files-prod/ed/picture/q78w74wx/e6f2b882499946a91d36b9c709f51b1f68a6a3cb.jpg
D'occasion,Citroen,2015.0,Manuelle,Fass,4 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e2401bcebe57e50657dcb6f2660bb87/-/horizon-files-prod/ed/picture/q6xd688v/d0bcd27057c4ada25366f74a2d38357cb74033bc.jpg
D'occasion,Hyundai,2014.0,Automatique,Sicap Liberté,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a6187e7d15dd3bfb742bcc376835985b/-/horizon-files-prod/ed/picture/qenvjqqz/096cfc6fc3562c96598b48ee86c8f16e39ff0072.jpg
Venant,Kia,2016.0,Automatique,Almadies,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c8c9f773bd9f7496ed0bf4d3bb371b1/-/horizon-files-prod/ed/picture/qq42dxxn/b946b987207f110c080c30b2ddb09b2b6a6a2f38.jpg
Venant,Ford,2018.0,Automatique,Cité keur gorgui,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff1bb7842249a1ddb5bf02238dbb8382/-/horizon-files-prod/ed/picture/qpdwdnwr/3c5148f214af8926011a5d2418d1f8e6a307de30.jpg
Venant,Ford,2016.0,Automatique,Liberte 6,6 250 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd7e8bb5d97e42b75ebf20f3c2cc809f/-/horizon-files-prod/ed/picture/qpdmw4n2/ad19ac9a042b86470a980d8c41234191faf6b879.jpg
Venant,Mitsubishi,2016.0,Automatique,Almadies,1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/95588727f621be033bcfaffb8c746a53/-/horizon-files-prod/ed/picture/qngpdq0r/64618bd57371dc0ee442f0bcfe846ac7650fe050.jpg
Venant,Land Rover,2020.0,Automatique,Almadies,45 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f504b2f6d1b498b2f00015abbe1969e5/-/horizon-files-prod/ed/picture/qzvd09e8/2984ba2c02954624c5735a264d13ddf224e77f60.jpg
Venant,BMW,2016.0,Automatique,Patte d‘oie,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0ecd76599228bca9f0f2259487575ea/-/horizon-files-prod/ed/picture/qm5p2rkw/b9e2780858575ab425de438ab7da6ea7f7ea03d4.jpg
D'occasion,Toyota,2020.0,Automatique,Hann maristes,10 499 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b6ce16d020628489132f946ba7838df3/-/horizon-files-prod/ed/picture/q2j0rprj/6c4c0ddbf1ee329298189b4e4b73fb3bbe86a23b.jpg
Venant,Citroen,2019.0,Automatique,Mbour,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f66c714e5c2976025509fe658439dc2d/-/horizon-files-prod/ed/picture/qngpdr9g/c1bc8c6695489874851a307e0ee07476c39f1bd8.jpg
Venant,Hyundai,2016.0,Automatique,Avenue Bourguiba,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ad5a9bcc3cbbd899f8aa479eeb5d961/-/horizon-files-prod/ed/picture/qq42dppe/481a4a68c3c6ca65341191db0006c6696d7f6ff7.jpg
Venant,Land Rover,2020.0,Automatique,Amitié,67 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/09cf07dfbf24aef2f1458bf0dd320486/-/horizon-files-prod/ed/picture/qxjp6508/83e79944897ab1cbe193c1446dd49d79b8773c93.jpg
Venant,Peugeot,2017.0,Manuelle,Amitié,6 299 999 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/59d855f74991a90943ea3c82b5a5e124/-/horizon-files-prod/ed/picture/q8v4zjez/7c5a79ba6f6abd9fc3648e09553e763b862524a7.jpg
D'occasion,Volkswagen,2014.0,Automatique,Yoff,1 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbcbc2fe7702219ae868dd0bcc08e1f0/-/horizon-files-prod/ed/picture/qde7krxr/80bcb0c7fc5a0e6925c9685e94edf9d1e7902cfb.jpg
Venant,Hyundai,2017.0,Automatique,Avenue Bourguiba,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4440dcdd74dbe2193db5fcc1515547d2/-/horizon-files-prod/ed/picture/q0g7w2pg/8fe4fd26116cb327200177859a5f17f280138a68.jpg
Venant,Mercedes-Benz,2018.0,Automatique,Almadies,20 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d301a0a8d56ece1a67e9f4481996cbcc/-/horizon-files-prod/ed/picture/qwepz4wj/43023555b4d0127cfdf848b0ac6e4e9c2c782887.jpg
D'occasion,Mercedes-Benz,2013.0,Automatique,Hlm,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/339f28a4bbda1aea26c7a0e751e3e3f1/-/horizon-files-prod/ed/picture/q44n88xv/81df707e7209b3669951b9b8486c06e437e77fc5.jpg
D'occasion,Hyundai,2013.0,Automatique,Mermoz,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be501ee6d6595acbb5686509d1ad0048/-/horizon-files-prod/ed/picture/q9mj844x/d9b80dcf24d40b1c593c8a594a3e6fdc1351e0c8.jpg
Venant,Mazda,2016.0,Automatique,Yoff,8 650 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/56b1be13499ce3d067f9f6fcc16de1ab/-/horizon-files-prod/ed/picture/qrz8v60q/d7d76f08cca0c1ba735a592d80fda4f1ec7419af.jpg
Venant,Hyundai,2017.0,Automatique,Yoff,6 250 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a2bebf053df147017eeeec25a2154995/-/horizon-files-prod/ed/picture/qgqw940m/962d7a4469a7c299cf8ade19c77297937b648d47.jpg
Venant,Jeep,2017.0,Automatique,Nord foire,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e039685fc46f9e539e5764fbc908b95/-/horizon-files-prod/ed/picture/qde7r552/4e837a68b43be9663ce2117e1c6d88c4efc5d00c.jpg
Venant,Renault,2016.0,Automatique,Parcelles Assainies,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8667954cc9890799c577f8a69d805f7/-/horizon-files-prod/ed/picture/q78w592g/a216b30e5bf5339fc678ad67fdf46c840322aa3c.jpg
Venant,Hyundai,2016.0,Automatique,Parcelles Assainies,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/19af0c3f9039099befb7d2084f90bdf5/-/horizon-files-prod/ed/picture/qrz8v599/857baeeef0c7a804314e062a0cd5511f86e1d4c1.jpg
Venant,Peugeot,2020.0,Automatique,Plateau,13 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/67e951e66cccc40ca92974ebb5b58fe3/-/horizon-files-prod/ed/picture/q0gwmv2e/7659feccf61199f3ceb77386d62e8e469b7ba441.jpg
Venant,Fiat,2016.0,Manuelle,Yoff,7 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c491bc08052f3b23c16c54bdee5ee705/-/horizon-files-prod/ed/picture/qzvpdpwg/a8f082a95150d43f5d4605fad32aa5b996a82e31.jpg
D'occasion,Chevrolet,2015.0,Automatique,Pikine,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/441f9c3e118b925b3d4ee2e76da9da9e/-/horizon-files-prod/ed/picture/qm5gp42q/e0faa899aa893beec5797885c2d36cc0a19a0d7e.jpg
D'occasion,Citroen,2009.0,Manuelle,Amitié,2 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b7e7c8cb19a5ab22c7293189aa5e02a4/-/horizon-files-prod/ed/picture/qrz8v4jm/d912a232ba89e58905188c34fe23d1b90f63ec24.jpg
Venant,BMW,2009.0,Automatique,Grand-Dakar,4 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8440c313d5aa1455d7085dcf034046ed/-/horizon-files-prod/ed/picture/q56dx80x/e1aa1353d3d87d6682bbd9f6a5fb9e8a863078e3.jpg
Venant,Jeep,2018.0,Automatique,Grand-Dakar,13 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a91a5d9d158f7ce8d99dfd4d0e37f4e/-/horizon-files-prod/ed/picture/qrz8v4pn/853880b549924c1c7510d21cabf749616349795f.jpg
Venant,BMW,2016.0,Automatique,Sicap Sacré-cœur,17 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8583ddc53b17f4e53e07f9d33f05c132/-/horizon-files-prod/ed/picture/qkr8r5zv/760311fa330bb8dbe0d65e4bef77c94952fdcdfb.jpg
